FlightName,FlightCode,DepartingCity,DepartingTime,ArrivingCity,ArrivingTime,Duration,Price
IndiGo,6E 2487,New Delhi,17:15,Bengaluru,20:00,02 h 45 m,"7,020"
IndiGo,6E 6622,New Delhi,18:55,Bengaluru,21:50,02 h 55 m,"7,020"
Air India,AI 512,New Delhi,19:15,Bengaluru,22:35,03 h 20 m,"7,183"
Air India,AI 512,New Delhi,19:15,Bengaluru,22:35,03 h 20 m,"7,183"
IndiGo,6E 5608,New Delhi,09:20,Bengaluru,12:05,02 h 45 m,"7,450"
IndiGo,6E 6797,New Delhi,10:40,Bengaluru,13:35,02 h 55 m,"7,450"
Vistara,UK 819,New Delhi,14:10,Bengaluru,16:45,02 h 35 m,"7,498"
Air India,AI 506,New Delhi,09:40,Bengaluru,12:30,02 h 50 m,"8,233"
Vistara,UK 809,New Delhi,19:50,Bengaluru,22:40,02 h 50 m,"8,495"
Vistara,UK 809,New Delhi,19:50,Bengaluru,22:40,02 h 50 m,"8,495"
Vistara,UK 815,New Delhi,08:00,Bengaluru,10:50,02 h 50 m,"13,021"
Vistara,UK 801,New Delhi,09:10,Bengaluru,11:50,02 h 40 m,"13,021"
Vistara,UK 807,New Delhi,20:40,Bengaluru,23:20,02 h 40 m,"13,021"
IndiGo,6E 6247,Bengaluru,04:25,New Delhi,07:15,02 h 50 m,"5,354"
IndiGo,6E 5021,Bengaluru,05:35,New Delhi,08:25,02 h 50 m,"5,354"
IndiGo,6E 6621,Bengaluru,15:20,New Delhi,18:15,02 h 55 m,"5,354"
IndiGo,6E 5039,Bengaluru,16:45,New Delhi,19:35,02 h 50 m,"5,354"
IndiGo,6E 2174,Bengaluru,18:00,New Delhi,20:45,02 h 45 m,"5,354"
IndiGo,6E 2174,Bengaluru,18:00,New Delhi,20:45,02 h 45 m,"5,354"
IndiGo,6E 2174,Bengaluru,18:00,New Delhi,20:45,02 h 45 m,"5,354"
AirAsia,I5 1532,Bengaluru,19:10,New Delhi,22:05,02 h 55 m,"5,354"
AirAsia,I5 1532,Bengaluru,19:10,New Delhi,22:05,02 h 55 m,"5,354"
IndiGo,6E 735,Bengaluru,19:20,New Delhi,22:05,02 h 45 m,"5,354"
IndiGo,6E 2406,Bengaluru,20:35,New Delhi,23:20,02 h 45 m,"5,354"
Air India,AI 511,Bengaluru,14:55,New Delhi,18:20,03 h 25 m,"5,368"
Air India,AI 509,Bengaluru,19:35,New Delhi,22:35,03 h,"5,368"
Vistara,UK 820,Bengaluru,17:50,New Delhi,20:35,02 h 45 m,"5,513"
Vistara,UK 820,Bengaluru,17:50,New Delhi,20:35,02 h 45 m,"5,513"
Vistara,UK 818,Bengaluru,19:40,New Delhi,22:20,02 h 40 m,"5,513"
Vistara,UK 814,Bengaluru,21:10,New Delhi,23:45,02 h 35 m,"5,513"
Vistara,UK 814,Bengaluru,21:10,New Delhi,23:45,02 h 35 m,"5,513"
Akasa Air,QP 1359,Bengaluru,04:30,New Delhi,07:10,02 h 40 m,"5,552"
SpiceJet,SG 8136,Bengaluru,02:00,New Delhi,04:55,02 h 55 m,"5,596"
SpiceJet,SG 8136,Bengaluru,02:00,New Delhi,04:55,02 h 55 m,"5,596"
SpiceJet,SG 8198,Bengaluru,20:10,New Delhi,23:20,03 h 10 m,"5,596"
Air India,AI 804,Bengaluru,05:45,New Delhi,08:40,02 h 55 m,"5,618"
Air India,AI 503,Bengaluru,17:15,New Delhi,20:05,02 h 50 m,"5,618"
IndiGo,6E 122,Bengaluru,07:00,New Delhi,09:45,02 h 45 m,"5,717"
AirAsia,I5 741,Bengaluru,11:15,New Delhi,14:05,02 h 50 m,"5,717"
AirAsia,I5 741,Bengaluru,11:15,New Delhi,14:05,02 h 50 m,"5,717"
IndiGo,6E 2401,Bengaluru,13:50,New Delhi,16:35,02 h 45 m,"5,717"
IndiGo,6E 2053,Bengaluru,23:15,New Delhi,"02:10
+ 1 DAY",02 h 55 m,"5,717"
Akasa Air,QP 1405,Bengaluru,09:15,New Delhi,12:05,02 h 50 m,"5,772"
Vistara,UK 802,Bengaluru,18:45,New Delhi,21:25,02 h 40 m,"5,776"
Air India,AI 501,Bengaluru,13:15,New Delhi,15:55,02 h 40 m,"5,881"
Air India,AI 501,Bengaluru,13:15,New Delhi,15:55,02 h 40 m,"5,881"
IndiGo,6E 871,Bengaluru,10:30,New Delhi,13:20,02 h 50 m,"5,992"
Vistara,UK 868,Bengaluru,09:45,New Delhi,12:40,02 h 55 m,"6,196"
Air India,AI 513,Bengaluru,07:05,New Delhi,10:00,02 h 55 m,"6,721"
Air India,AI 505,Bengaluru,09:50,New Delhi,12:35,02 h 45 m,"6,721"
IndiGo,6E 861,Bengaluru,08:00,New Delhi,10:45,02 h 45 m,"7,142"
IndiGo,6E 861,Bengaluru,08:00,New Delhi,10:45,02 h 45 m,"7,142"
IndiGo,6E 869,Bengaluru,12:00,New Delhi,14:45,02 h 45 m,"7,457"
Air India,AI 507,Bengaluru,11:45,New Delhi,14:35,02 h 50 m,"7,561"
Vistara,UK 810,Bengaluru,07:00,New Delhi,09:40,02 h 40 m,"8,926"
Air India,AI 808,Bengaluru,21:00,New Delhi,23:55,02 h 55 m,"10,711"
Vistara,UK 816,Bengaluru,11:30,New Delhi,14:10,02 h 40 m,"10,774"
Vistara,UK 816,Bengaluru,11:30,New Delhi,14:10,02 h 40 m,"10,774"
IndiGo,6E 2339,Bengaluru,00:30,New Delhi,03:20,02 h 50 m,"12,445"
Vistara,UK 808,Bengaluru,08:00,New Delhi,10:35,02 h 35 m,"13,399"
